File,Song_duration,Song_title,Artist,Format,Labels,Sections
1104,709.0,Its_Your_Thing,Engine,mp3,"[  0.           5.2244898   25.19365079  64.40519274  98.331678
 117.75657596 137.40147392 157.1260771  176.81       196.53693878
 235.45659864 274.07650794 312.75600907 351.27882086 370.90732426
 390.94113379 410.92077097 430.87401361 479.85292517 518.51260771
 557.6747619  577.0223356  596.77963719 616.58580499 709.96172336]","['silence' 'intro' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'chorus' 'verse' 'chorus' 'transition'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'transition' 'chorus' 'verse' 'chorus' 'transition'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental' 'chorus'
 'verse' 'outro' 'silence']"
1106,182.0,Prelude_1_by_Villa_Lobos_with_Flamenco_intro,Erez_Perelman,mp3,"[0.00000000e+00 7.83673460e-02 5.81129252e+01 1.17921587e+02
 1.41988753e+02]",['silence' 'intro' 'solo/instrumental' 'solo/instrumental' 'outro']
1108,225.0,give_up_the_game,Evan_Kremin,mp3,"[  0.           0.67337868  20.12081633  39.81315193  59.94666667
  69.84768707  89.86612245 110.02129252 114.96517007 134.40011338
 154.23031746 173.91746032 194.14600907 225.03673469]","['silence' 'intro' 'verse' 'chorus' 'transition' 'verse' 'chorus'
 'transition' 'bridge' 'chorus' 'solo/instrumental' 'verse'
 'solo/instrumental' 'silence']"
1110,266.0,Hollywood,Fancy_Trash,mp3,"[  0.          19.3015873   43.66360544  92.89764172 117.06331066
 141.17573696 190.05099773]",['silence' 'intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus']
1112,713.0,Eyes_of_the_World__,Fennario,mp3,"[0.00000000e+00 4.17959183e-01 1.20316190e+02 1.40254331e+02
 1.60276825e+02 1.90185533e+02 2.29602449e+02 3.80732449e+02
 3.90124739e+02 4.09011746e+02 4.28028027e+02 4.65788571e+02
 5.75226349e+02 5.92988141e+02 6.11300748e+02 6.29821905e+02
 6.66763175e+02 7.13827846e+02]","['silence' 'solo/instrumental' 'solo/instrumental' 'verse' 'transition'
 'chorus' 'solo/instrumental' 'solo/instrumental' 'verse' 'transition'
 'chorus' 'solo/instrumental' 'solo/instrumental' 'verse' 'transition'
 'chorus' 'outro' 'silence']"
1114,327.0,finadupa20060415d1t04flac,Fina_Dupa,mp3,"[  0.          69.66582766  91.18045351 128.80451247 149.53650794
 186.89442177 206.52122449 245.51102041 304.60426304]","['silence' 'bridge' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'outro']"
1116,288.0,Fahreed_is_the_Devil,Flipoff_Pirates,mp3,"[  0.           2.02013605  10.65614512  49.03061224  61.77401361
  70.2292517  112.34206349 124.94403628 133.41854875 175.10941043
 187.54342404 204.43061224 245.90827664 258.22315193 287.9755102 ]","['silence' 'intro' 'verse' 'transition' 'transition' 'verse' 'transition'
 'chorus' 'solo/instrumental' 'solo/instrumental' 'chorus'
 'solo/instrumental' 'solo/instrumental' 'chorus' 'silence']"
1118,419.0,Bullets,Four_Finger_Five,mp3,"[0.00000000e+00 4.64399090e-02 1.64831066e+01 2.98907029e+01
 5.87152834e+01 1.11483107e+02 1.40720522e+02 1.93752200e+02
 2.07269184e+02 2.07269184e+02 2.20920000e+02 2.60768231e+02
 2.74520408e+02 3.45645351e+02 3.85392948e+02 4.06053288e+02
 4.19302041e+02]","['silence' 'intro' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'transition'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental' 'transition'
 'solo/instrumental' 'solo/instrumental' 'chorus' 'outro' 'silence']"
1120,266.0,You_Just_Like_To_Lose,Frank_Smith,mp3,"[  0.          80.20172336  96.7393424  113.95548753 138.86770975
 147.19560091 163.86430839 189.07034014 197.6385034  215.09478458
 266.27755102]","['silence' 'intro' 'chorus' 'verse' 'bridge' 'chorus' 'verse' 'bridge'
 'chorus' 'outro' 'silence']"
1122,294.0,What_Went_Down,Frog_Holler,mp3,"[  0.           2.36727891  11.1368254   29.03337868  46.97297052
  65.10664399  83.1253288  101.32006803 119.67380952 137.70562358
 156.34945578 174.82229025 192.63024943 210.87777778]","['silence' 'intro' 'verse' 'verse' 'chorus' 'solo/instrumental' 'verse'
 'chorus' 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental'
 'chorus' 'outro']"
1124,355.0,d2t06,Fruition,mp3,"[  0.          11.63319728  23.85553288  41.82312925  60.5075737
  85.1724263  102.44643991 118.3839229  134.64136054 150.93272109
 173.39424036 198.61519274 215.89696145 355.03673469]","['silence' 'solo/instrumental' 'solo/instrumental' 'chorus' 'verse'
 'chorus' 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'verse' 'chorus' 'chorus' 'silence']"
1128,505.0,She_Walks_The_Line,Funky_Butter,mp3,"[0.00000000e+00 1.74149659e-01 1.29464399e+01 5.12456236e+01
 9.69902494e+01 1.41141837e+02 2.10946327e+02 2.54939070e+02
 3.38654989e+02]","['silence' 'intro' 'verse' 'verse' 'chorus' 'verse' 'chorus' 'bridge'
 'solo/instrumental']"
1130,478.0,From_Inside_You__,Gary_Backstrom_Band,mp3,"[  0.           0.53405896   9.1214059   26.19251701  51.75272109
  77.2499093  111.69918367 120.17487528 145.69875283 180.30324263
 197.40170068 214.24657596 230.94138322 272.56539682 281.03573696
 323.06328798 343.8838322  360.5170975  377.2329932  393.82918367
 410.51405896 427.42480726 444.27151927 478.00598639]","['silence' 'intro' 'solo/instrumental' 'verse' 'verse' 'chorus'
 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'verse' 'transition' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental' 'silence']"
1132,232.0,Belief,Gavin_DeGraw,mp3,"[  0.          22.33759637  46.49013605  73.98031746  97.85421769
 128.10424036 150.40108843 177.5701814  212.81088435 232.07764172]","['silence' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus' 'chorus'
 'outro' 'silence']"
1134,255.0,Song_for_April_24_2005_______04_15,Geoff_Peters_Band,mp3,"[0.00000000e+00 4.35374140e-02 2.65875737e+01 1.76585465e+02
 2.13304535e+02]",['silence' 'intro' 'solo/instrumental' 'solo/instrumental' 'outro']
1136,171.0,Instrumental_Intro,Gift_of_Tongues,mp3,[  0.           1.06811791  24.93226757 112.91614512 171.52870748],['silence' 'intro' 'solo/instrumental' 'outro' 'silence']
1138,586.0,Tube__,Give_Us_the_Money_Lebowski,mp3,[ 0.         15.0188125  63.46639583],['silence' 'intro' 'solo/instrumental']
1142,266.0,Playin_In_The_Band__,Grateful_Dead,mp3,"[  0.           0.         124.76902494 139.53657596 165.74129252
 191.2824263  242.41632653]","['intro' 'silence' 'intro' 'solo/instrumental' 'chorus'
 'solo/instrumental' 'outro']"
1144,272.0,Crushed_Eyeliner,Greenstreet,mp3,"[  0.           0.58049887  23.78739229  49.86854875  72.9522449
  90.07020408 112.67848073 124.08895692 147.17900227 164.27086168
 186.85097506 198.36807256 221.33260771 243.90240363 266.42575964
 272.5384127 ]","['silence' 'intro' 'verse' 'verse' 'transition' 'chorus'
 'solo/instrumental' 'verse' 'transition' 'chorus' 'solo/instrumental'
 'verse' 'chorus' 'chorus' 'outro' 'silence']"
1146,395.0,Dont_Wait,Greyhounds,mp3,"[  0.          15.2340136   50.98793651 112.87133787 153.62195011
 153.62195011 224.28312925 251.63421769 331.77560091 395.95247166]","['silence' 'intro' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'transition' 'chorus' 'outro' 'silence']"
1148,437.0,groovetrust20030315shnf_filesxml,Groove_Trust,mp3,"[  0.          37.33768707  72.49274376  91.97195011 122.57578231
 138.01705215 376.48818594 437.15918367]","['silence' 'bridge' 'bridge' 'solo/instrumental' 'bridge'
 'solo/instrumental' 'outro' 'silence']"
1150,457.0,The_Moon,Guta,mp3,"[  0.           1.28829932  13.0155102   36.00798186  58.96006803
  70.52823129  93.62426304 116.80659864 125.64557823 170.67743764
 193.57326531 216.46564626 225.231678   284.58956916 372.57351474
 384.29662131 419.31662132]","['silence' 'intro' 'verse' 'chorus' 'transition' 'verse' 'chorus'
 'transition' 'solo/instrumental' 'verse' 'chorus' 'transition'
 'solo/instrumental' 'verse' 'silence' 'solo/instrumental' 'outro']"
1152,394.0,t09,Ha_Ha_the_Moose,mp3,"[  0.           7.4768254   29.72154195  59.23410431  74.5715873
 104.65433106 120.17852608 150.8001814  166.33188209 197.22408163
 212.77056689 259.05909297 305.58834467 321.45179138 394.68979592]","['silence' 'solo/instrumental' 'verse' 'chorus' 'verse' 'chorus' 'verse'
 'chorus' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus' 'chorus'
 'silence']"
1154,235.0,Sitting_On_Top_Of_The_World,Hairy_Larry,mp3,"[  0.           4.17959184   9.93814059  20.31746032  30.64750567
  40.73045351  50.94514739  60.99945578  70.89290249  80.81455782
  90.78419501 100.69365079 110.66011338 120.30018141 129.84997732
 139.76428571 149.6315873  159.57730159 169.50755102 179.22020408
 189.05258503 198.83306122 208.81965986 218.77609977 235.52      ]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'verse' 'chorus' 'verse' 'chorus' 'silence']"
1156,187.0,Life_of_Sin,Hank_Williams_III,mp3,"[0.00000000e+00 4.08163260e-02 5.48571429e+00 2.10390703e+01
 3.12266667e+01 4.63836281e+01 7.09036281e+01 1.18971429e+02
 1.27269320e+02 1.38961315e+02 1.49541519e+02 1.75056939e+02
 1.77181701e+02 1.87546122e+02]","['silence' 'live' 'verse' 'solo/instrumental' 'verse' 'solo/instrumental'
 'bridge' 'silence' 'solo/instrumental' 'verse' 'solo/instrumental'
 'outro' 'live' 'silence']"
1158,362.0,Find,Harmonic_Tide,mp3,"[  0.          22.13877551  81.28852608 105.26791383 129.12653061
 152.68571428 176.02183673 199.15102041 239.18367347 262.0646712
 267.77142857 290.64569161 362.23129252]","['silence' 'intro' 'verse' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'bridge' 'chorus' 'transition' 'verse' 'outro'
 'silence']"
1160,209.0,HDanger20000824T02shn,Harvey_Danger,mp3,"[  0.           3.36689342  26.84780045  37.61578231  49.18535147
  72.25340136  83.78961451  95.24145125 118.58730159 130.06886621
 141.75553288 165.27251701 176.60086168 209.5107483 ]","['silence' 'intro' 'solo/instrumental' 'solo/instrumental' 'verse'
 'chorus' 'transition' 'verse' 'transition' 'chorus' 'bridge' 'chorus'
 'chorus' 'silence']"
1162,470.0,HHS20060712d1t02flac,Hedgepath__Hoover__and_Sipe,mp3,"[0.00000000e+00 3.91836730e-02 1.15240816e+01 2.82385941e+01
 5.45039229e+01 1.62498866e+02 2.61222971e+02 3.19378027e+02
 4.03196893e+02]","['silence' 'intro' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental' 'transition'
 'outro']"
1164,502.0,The_Superficial_Deep,Hi8us,mp3,"[  0.           1.64861678  22.63530612  44.25451247  65.96480726
  76.93056689  99.06131519 109.88106576 131.8252381  154.02292517
 176.09412698 187.26344671 209.6462585  220.63235828 242.64975057
 253.34829932 275.50564626 297.37795918 317.08582766 336.06496599
 355.44868481 374.28918367 393.26959184 412.0844898  440.28188209
 459.1223356  477.89342404 502.30204082]","['silence' 'intro' 'solo/instrumental' 'verse' 'solo/instrumental' 'verse'
 'transition' 'chorus' 'chorus' 'transition' 'solo/instrumental' 'verse'
 'transition' 'verse' 'transition' 'chorus' 'chorus' 'outro' 'outro'
 'outro' 'outro' 'outro' 'outro' 'outro' 'outro' 'outro' 'outro' 'silence']"
1166,246.0,Big_Thanks,Hokey,mp3,"[0.00000000e+00 6.38548750e-02 2.38059864e+01 3.52873696e+01
 4.67828571e+01 6.37563492e+01 7.54687755e+01 9.75868934e+01
 1.35813878e+02 1.57348413e+02 1.78882925e+02]","['silence' 'intro' 'transition' 'verse' 'chorus' 'transition' 'verse'
 'chorus' 'solo/instrumental' 'verse' 'chorus']"
1168,465.0,Fool_to_Remain,Honkytonk_Homeslice,mp3,"[0.00000000e+00 2.08979591e-01 4.13004308e+01 6.52570068e+01
 8.80692063e+01 1.11782698e+02 1.34549206e+02 1.57978141e+02
 1.81194195e+02 2.04608231e+02 2.27497732e+02 2.51309569e+02
 2.75056395e+02 2.99239478e+02 3.21971655e+02 3.44948390e+02
 4.65589116e+02]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'verse' 'chorus' 'chorus' 'outro'
 'silence']"
1170,399.0,Freight_Train,Husky_Pants_and_the_Rail,mp3,"[  0.           0.          56.67680272  92.61249433 226.07496599
 261.71412698 270.69609977 375.58505669]","['intro' 'silence' 'verse' 'solo/instrumental' 'verse' 'bridge'
 'solo/instrumental' 'outro']"
1172,320.0,ianthomas20080510t04flac,Ian_Thomas,mp3,"[0.00000000e+00 1.06122448e-01 1.43731519e+01 2.50791156e+01
 4.15610204e+01 5.77987075e+01 6.56507936e+01 8.24141950e+01
 9.91594104e+01 1.11929229e+02 1.28915488e+02 1.45842449e+02
 1.54217075e+02 1.71257800e+02 1.87931315e+02 2.04910454e+02
 2.12853832e+02 2.29481610e+02 2.46019093e+02 2.54144263e+02
 2.71349660e+02 2.88051315e+02 3.05207438e+02 3.20946939e+02]","['silence' 'intro' 'transition' 'verse' 'chorus' 'transition' 'verse'
 'chorus' 'transition' 'verse' 'chorus' 'transition' 'verse' 'chorus'
 'solo/instrumental' 'transition' 'verse' 'chorus' 'transition' 'verse'
 'chorus' 'solo/instrumental' 'outro' 'silence']"
1174,318.0,She_Aint_No_Betty,Indecision,mp3,"[  0.           4.89360544  26.83448979  48.32219955  69.99736961
 100.51215419 144.17269841 155.41786848 166.73097506 218.42768707
 262.49253968 304.48353741 318.06984127]","['silence' 'intro' 'verse' 'chorus' 'bridge' 'verse' 'chorus' 'bridge'
 'transition' 'verse' 'chorus' 'outro' 'silence']"
1176,472.0,Los_Cerritos,Is,mp3,"[  0.           8.23226757  76.84929705 178.04721088 185.27433107
 200.29040816 385.86920635 400.89353741 453.07052154 472.74666667]","['silence' 'intro' 'solo/instrumental' 'bridge' 'transition'
 'solo/instrumental' 'bridge' 'bridge' 'outro' 'silence']"
1180,157.0,Mr_Spaceman_The_Byrds,Jackass_Flats,mp3,"[  0.           0.53986395   1.41020408  15.50403628  29.57210884
  43.70058957  71.35426304  85.12748299  99.29290249 113.16913832
 126.99804989 156.6185941 ]","['silence' 'intro' 'verse' 'verse' 'chorus' 'solo/instrumental' 'verse'
 'chorus' 'solo/instrumental' 'solo/instrumental' 'chorus' 'silence']"
1182,177.0,Risk_The_Fall,JamesHunnicutt,mp3,"[  0.           1.61959184  26.0045805   51.75088435  75.99068027
 101.85653061 134.36419501 177.2553288 ]",['silence' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'silence']
1184,476.0,Predictable,Jarflys,mp3,"[0.00000000e+00 4.64399090e-02 7.11109297e+01 1.18329955e+02
 1.41999569e+02 1.77367075e+02 1.89249433e+02 2.36735079e+02
 2.84313039e+02 3.79142540e+02 4.21104059e+02 4.35696145e+02
 4.76057143e+02]","['silence' 'intro' 'verse' 'chorus' 'verse' 'solo/instrumental' 'verse'
 'chorus' 'solo/instrumental' 'chorus' 'outro' 'live' 'silence']"
1186,198.0,Song,Jeff_Raudebaugh,mp3,"[  0.           0.65015873   8.71861678  28.11975057  37.68734694
  53.02718821  66.17394558  81.27165533 100.11782313 109.70530612
 113.48473923 128.76886621 143.96927438 198.04879819]","['silence' 'intro' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'chorus'
 'verse' 'transition' 'chorus' 'chorus' 'solo/instrumental' 'silence']"
1188,371.0,Breakdown,Jeremy_Shier,mp3,"[  0.           0.384        5.73103125  17.2358125   39.9669375
  62.73428125  79.9441875  102.79359375 125.47671875 148.1945
 164.92034375 234.73790625 263.9748125  351.82815625 371.888     ]","['silence' 'intro' 'solo/instrumental' 'verse' 'verse' 'chorus'
 'solo/instrumental' 'verse' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'outro' 'silence']"
1190,437.0,She_Said_He_Said,Jims_Big_Ego,mp3,"[  0.           2.26498866  32.36287982  52.5931746   93.23662131
 113.63156462 175.48126984 238.42229025 289.2953288  335.1347619
 396.01512472]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'verse'
 'verse' 'verse' 'outro']"
1192,279.0,Messin_With_The_Kid,John_Forth_Band,mp3,"[  0.           1.41641723   4.7600907   24.84863946  44.82852608
  64.38902494  83.96997732 103.57632653 123.14133787 142.72721088
 162.2301814  181.86804989 201.48605442 220.99485261 240.46657596
 259.9229932  279.64371882]","['silence' 'intro' 'verse' 'verse' 'solo/instrumental' 'solo/instrumental'
 'verse' 'solo/instrumental' 'solo/instrumental' 'verse'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'verse' 'outro' 'silence']"
1194,427.0,Intrepid_Traveler,John_Mullins,mp3,"[0.00000000e+00 5.22448970e-02 2.28721088e+01 5.85394785e+01
 7.04112925e+01 1.06545102e+02 1.18518481e+02 2.89581814e+02
 3.36212902e+02]","['silence' 'intro' 'verse' 'transition' 'verse' 'transition' 'transition'
 'solo/instrumental' 'verse']"
1196,265.0,Breakdown_Baby,Johny_Vegas,mp3,"[0.00000000e+00 2.55419501e-01 3.97315193e+01 5.41771429e+01
 8.36417914e+01 9.81280726e+01 1.27012766e+02 1.41607188e+02
 1.56435215e+02 1.86268889e+02 2.01128050e+02 2.65949751e+02]","['silence' 'intro' 'solo/instrumental' 'chorus' 'verse' 'chorus'
 'solo/instrumental' 'solo/instrumental' 'chorus' 'chorus' 'chorus'
 'silence']"
1198,550.0,jonscales20090423t03flac,Jonathan_Scales_Fourchestra,mp3,"[  0.           4.41179138  58.03650794  93.3753288  111.41666667
 271.11816327 351.49004535 468.99947846 480.45714286 501.01755102]","['silence' 'intro' 'silence' 'silence' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'silence' 'silence' 'outro']"
1200,246.0,Heart_Of_The_Rhythm,Jono_Manson,mp3,"[  0.           1.78793651  10.14396825  26.98142857  43.76961451
  60.7201814   69.09163265  85.97036281 102.88117914 104.97741496
 126.22829932 192.77442177 209.32789116 225.91335601 246.44897959]","['silence' 'intro' 'solo/instrumental' 'verse' 'chorus' 'transition'
 'verse' 'chorus' 'transition' 'solo/instrumental' 'solo/instrumental'
 'verse' 'chorus' 'solo/instrumental' 'silence']"
1202,269.0,My_Guitar,Jump__Little_Children,mp3,"[  0.           0.98684807  12.74029478  37.07632653  80.5062585
 104.64761905 160.39       183.69226757 269.7752381 ]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus'
 'silence']"
1204,647.0,Instrumental,Kanvus,mp3,"[0.00000000e+00 4.64399090e-02 3.45619048e+01 3.83549660e+01
 7.25564399e+01 1.04574512e+02 1.22430816e+02 1.57004580e+02
 2.41030385e+02 2.49574150e+02 2.83373946e+02 3.42110295e+02
 3.58622404e+02 5.75702154e+02 6.47801905e+02]","['silence' 'intro' 'bridge' 'intro' 'solo/instrumental' 'transition'
 'solo/instrumental' 'solo/instrumental' 'bridge' 'solo/instrumental'
 'solo/instrumental' 'bridge' 'solo/instrumental' 'outro' 'silence']"
1206,202.0,I_Dont_Want_To_Spoil_the_Party,Kasey_Rausch,mp3,"[  0.           0.65015873   5.35598639  14.51102041  33.87421769
  53.14673469  67.85535147  87.22634921 106.17845805 120.82249433
 140.1370068 ]","['silence' 'intro' 'intro' 'verse' 'verse' 'chorus' 'verse'
 'solo/instrumental' 'chorus' 'verse' 'outro']"
1208,329.0,Cliche,Kenin,mp3,"[  0.           8.7539229   46.17013605  62.99573696  79.861678
 113.2899093  130.09369614 147.02641723 164.09829932 197.63337868
 230.69126984 264.12698413 280.80371882 329.27637188]","['silence' 'intro' 'solo/instrumental' 'verse' 'chorus'
 'solo/instrumental' 'verse' 'verse' 'chorus' 'solo/instrumental' 'chorus'
 'chorus' 'solo/instrumental' 'silence']"
1210,140.0,The_Jigs_Up,Kings_In_Disguise,mp3,"[  0.           0.18575964  26.89324263  44.44421769  53.23199546
  70.80054422  79.50435374  97.22739229 106.00501134 123.60993197
 140.93931973]","['silence' 'intro' 'chorus' 'transition' 'chorus' 'transition' 'verse'
 'transition' 'chorus' 'verse' 'silence']"
1212,655.0,Chakrabarty_Overdrive___Todd_Stoops,Kung_FuBand,mp3,"[0.00000000e+00 3.91836730e-02 1.04782494e+02 2.18643197e+02
 3.68762925e+02 5.17707415e+02]","['silence' 'intro' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'outro']"
1214,317.0,All_Inside,Kyle_Hollingsworth_Band,mp3,"[0.00000000e+00 1.79954648e-01 1.12956009e+01 4.01534014e+01
 6.39236735e+01 8.79357143e+01 1.17916644e+02 1.47970703e+02
 1.70906599e+02 1.94814898e+02 2.18859773e+02 2.42631678e+02
 2.66286440e+02 2.87088730e+02 3.17155556e+02]","['silence' 'intro' 'verse' 'verse' 'solo/instrumental' 'verse'
 'solo/instrumental' 'bridge' 'chorus' 'chorus' 'chorus'
 'solo/instrumental' 'chorus' 'outro' 'silence']"
1216,216.0,Confused_Me,Lake_Shore_Vibe,mp3,"[  0.           1.24126984  18.78061224  36.04870748  53.07503401
  69.77070295  86.69814059 103.31979592 119.93088435 136.65702948
 153.24208617 170.03487528 186.57979592 216.82213152]","['silence' 'intro' 'solo/instrumental' 'verse' 'chorus'
 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'verse' 'chorus' 'silence']"
1218,356.0,One_World,Laura_Reed_and_Deep_Pocket,mp3,"[  0.          26.5031746   41.4907483   72.33238095 134.24442177
 148.86344671 163.1039229  234.68637188 263.3739229  305.49090703]","['silence' 'intro' 'chorus' 'verse' 'chorus' 'transition' 'verse' 'chorus'
 'solo/instrumental' 'chorus']"
1220,239.0,The_Dragon,Lauren_Hoffman,mp3,"[0.00000000e+00 1.39319727e-01 1.95323129e+01 5.86122676e+01
 7.94826757e+01 8.95211111e+01 1.09771111e+02 1.20082993e+02
 1.39960340e+02 1.60788685e+02 1.81207732e+02 2.39705397e+02]","['silence' 'intro' 'verse' 'chorus' 'solo/instrumental' 'verse'
 'transition' 'verse' 'chorus' 'solo/instrumental' 'solo/instrumental'
 'silence']"
1222,321.0,lr20070729s1t02flac,Liquid_Revival,mp3,"[  0.           2.54179138  36.49816327  61.80020408  95.9068254
 130.28292517 200.11802721 226.18782313 261.14741496 296.85126984]","['silence' 'intro' 'verse' 'solo/instrumental' 'verse' 'solo/instrumental'
 'verse' 'solo/instrumental' 'verse' 'outro']"
1224,281.0,Take_it_to_the_Road_soundcheck,Little_Mountain_Band,mp3,"[  0.           9.14866213  22.84487528  36.45675737  50.34891156
  64.51503401  78.57176871  92.72569161 106.86634921 120.82507936
 135.02235828 149.15764172 163.45219955 177.79519274 192.17965986
 206.48482993 281.10204082]","['silence' 'intro' 'verse' 'verse' 'chorus' 'verse' 'verse' 'chorus'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'verse' 'verse' 'chorus' 'chorus' 'silence']"
1226,163.0,Jam__,London_File,mp3,[  0.           0.55727891  10.28251701 135.17034014],['silence' 'intro' 'solo/instrumental' 'outro']
1228,289.0,Alice,Lost_in_America,mp3,"[  0.           0.62693877  25.51868481  47.13650794  68.78680272
  79.68446712 101.25662132 117.69802721 154.25124716 164.8585941
 186.26040816 289.31482993]","['silence' 'intro' 'solo/instrumental' 'verse' 'chorus' 'verse' 'chorus'
 'bridge' 'solo/instrumental' 'verse' 'chorus' 'silence']"
1230,374.0,Lemonade_Stand_Tycoon,MJ_Project,mp3,"[  0.          30.71294784  63.15378685  89.30555555 146.94342404
 183.66147392 232.73360544 259.3876644  355.41446712 374.25922902]","['silence' 'solo/instrumental' 'solo/instrumental' 'transition' 'bridge'
 'bridge' 'solo/instrumental' 'solo/instrumental' 'outro' 'silence']"
1232,517.0,Triangle,MVR,mp3,"[  0.           1.60217687  54.32426304  73.58820862 101.91052154
 134.67176871 156.10800453 188.22814059 209.38752834 301.28984127
 429.36324263 450.35185941 476.89727891 484.91811791 500.63072562
 514.48453515]","['silence' 'intro' 'bridge' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'bridge' 'solo/instrumental' 'solo/instrumental'
 'bridge' 'solo/instrumental' 'outro' 'silence']"
1234,205.0,The_Monkey_and_The_Lion,Makepeace_Brothers,mp3,"[  0.           0.          11.0030839   31.95816326  52.95054422
  58.21088435  68.59108844  89.52877551 105.29984127 110.65959184
 131.5409297  152.64959184 157.73501134 179.6784127 ]","['intro' 'silence' 'verse' 'chorus' 'transition' 'transition' 'verse'
 'chorus' 'live' 'bridge' 'bridge' 'transition' 'verse' 'outro']"
1236,303.0,Let_the_Record_Ride,Mamas_Cookin,mp3,"[  0.           1.85759637  11.77487528  41.79591837  71.77907029
  91.7737415  102.01394558 132.13548753 152.22367347 182.11410431
 212.11428571 232.00510204 303.37160998]","['silence' 'intro' 'solo/instrumental' 'verse' 'chorus' 'transition'
 'verse' 'chorus' 'solo/instrumental' 'solo/instrumental' 'chorus'
 'chorus' 'silence']"
1238,175.0,Dont_Slip_Away_on_me_Tonight,Manatawny_Creek_Ramblers,mp3,"[  0.           2.368        8.76091667  12.92779167  29.7953125
  46.5738125   63.61408333  67.75364583  84.48654167 101.5475
 118.24339583 134.51127083 151.88033333 175.49066667]","['silence' 'solo/instrumental' 'solo/instrumental' 'verse' 'verse'
 'chorus' 'transition' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'verse' 'chorus' 'silence']"
1240,209.0,Duncan_and_Brady,Mark_Bilyeu,mp3,"[0.00000000e+00 4.89795910e-02 1.32568934e+01 2.79245351e+01
 3.11241497e+01 4.57646712e+01 4.89565079e+01 6.31718821e+01
 6.64995918e+01 8.11192971e+01 8.45228118e+01 9.88001587e+01
 1.02023991e+02 1.16576916e+02 1.19816553e+02 1.34290635e+02
 1.37655238e+02 1.52326122e+02 1.55579501e+02 1.70138231e+02
 1.73313560e+02 1.87689320e+02 2.01273469e+02 2.09790839e+02]","['silence' 'intro' 'verse' 'solo/instrumental' 'verse' 'solo/instrumental'
 'verse' 'solo/instrumental' 'verse' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'verse' 'solo/instrumental'
 'verse' 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'verse' 'solo/instrumental' 'solo/instrumental' 'outro' 'live' 'silence']"
1242,328.0,Bad_Liver_And_A_Broken_Heart_Scott_Nolan,Mark_Jungers__Band_,mp3,"[  0.           1.06811791  28.35902494  53.90430839  68.93095238
  82.21378685 109.03687075 128.19954649 154.4224263  179.8160771
 206.49839002 228.32909297 328.37369614]","['silence' 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental'
 'verse' 'chorus' 'solo/instrumental' 'solo/instrumental' 'verse' 'chorus'
 'solo/instrumental' 'silence']"
