File,Duration,BPM,Time_Signature,Genre,Labels,Sections
0249_sensualseduction,236.984,120,4|4,Hip-Hop,"[  0.         4.        35.440168  51.944219  67.944155  99.944027
 115.443965 163.943771 179.943707 219.943547]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus'
 'bridge' 'chorus']"
0250_sexyandiknowit,162.654,130,4|4,Dance/Electronic,"[  0.         7.383052  22.153804  36.9219    50.76699   66.458988
  81.228704  95.535297 110.304819 125.535264 140.305248]","['intro' 'verse' 'transition' 'chorus' 'transition' 'verse' 'transition'
 'chorus' 'chorus' 'bridge' 'outro']"
0251_sexychick,161.033,130,4|4,Pop,"[  0.         1.846148   8.769203  37.846034  68.307476  82.615123
 111.691954 142.153396]","['silence' 'intro' 'verse' 'transition' 'chorus' 'verse' 'transition'
 'chorus']"
0254_sixsixsix,281.195,148,4|4,Metal,"[  0.          6.857136   42.4904805  49.0772565  55.5749085  71.678652
  78.187997   94.432679  105.278836  115.483776  122.076581  138.353607
 144.836091  160.981775  171.810567  183.380162  224.9202045 241.0744535
 247.5180275 269.0806775]","['silence' 'intro' 'solo/instrumental' 'solo/instrumental' 'verse'
 'solo/instrumental' 'verse' 'verse' 'chorus' 'solo/instrumental' 'verse'
 'solo/instrumental' 'verse' 'verse' 'chorus' 'solo/instrumental' 'verse'
 'solo/instrumental' 'chorus' 'outro']"
0255_sleepwalker,362.61,174,4|4,Metal,"[  0.         6.050388  36.014385  47.010225  57.981649  68.956997
  79.928421  90.899845 101.871269 110.099837 121.071261 132.042685
 143.014109 153.985533 164.956957 175.928381 186.899805 195.128373
 206.099797 218.486837 243.260917 252.197293 263.168717 274.140141
 282.368709 304.311901 326.254749 348.197845]","['silence' 'intro' 'solo/instrumental' 'solo/instrumental' 'verse'
 'transition' 'verse' 'transition' 'verse' 'chorus' 'solo/instrumental'
 'solo/instrumental' 'verse' 'transition' 'verse' 'transition' 'verse'
 'chorus' 'bridge' 'solo/instrumental' 'bridge' 'verse' 'transition'
 'verse' 'chorus' 'chorus' 'chorus' 'chorus']"
0257_somebodytolove,148.196,130,4|4,Pop,"[  0.         1.846132  15.692242  31.3845    44.307536  60.922868
  68.30746   83.076644  95.99968  112.615012 127.384196]","['silence' 'intro' 'verse' 'transition' 'chorus' 'transition' 'verse'
 'transition' 'chorus' 'transition' 'bridge']"
0259_spiceupyourlife,163.621,124,4|4,Pop,"[  0.         5.815812  21.2869    36.781036  44.511736  60.006716
  67.752572  83.23902   90.974824 106.462428 121.948148 129.68668
 145.163352]","['intro' 'solo/instrumental' 'verse' 'transition' 'chorus'
 'solo/instrumental' 'verse' 'transition' 'chorus' 'bridge' 'transition'
 'chorus' 'chorus']"
0261_starships,163.412,125,4|4,Pop,"[  0.         7.192352  22.552352  38.392352  53.752352  69.112352
  84.472352  98.872352 107.512352 115.192352 130.552352 145.912352]","['silence' 'verse' 'transition' 'chorus' 'chorus' 'solo/instrumental'
 'verse' 'verse' 'transition' 'chorus' 'chorus' 'solo/instrumental']"
0262_stash,436.104,90,4|4,Rock,"[  0.           4.827585    13.769762    34.625186    56.490221
  81.155124   105.246984   126.5009595  145.146592   158.434297
 186.4648955  203.21008475 223.902977   248.56874    267.163293
 308.89049575 329.65912075]","['silence' 'intro' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'verse' 'transition'
 'solo/instrumental' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'solo/instrumental' 'verse' 'chorus' 'transition'
 'solo/instrumental']"
0264_stereolove,151.15,127,4|4,Dance/Electronic,"[  0.         5.76      20.83908   35.866712  50.896032  65.930832
  79.075384  94.113544 109.145128 123.235688 139.206748]","['intro' 'chorus' 'chorus' 'verse' 'transition' 'solo/instrumental'
 'chorus' 'chorus' 'bridge' 'bridge' 'chorus']"
0265_straightlines,258.71,128,4|4,Rock,"[  0.         3.793128  15.172512  30.345024  45.492256  60.608824
  71.895988 111.26298  126.258944 135.631388 167.506652 193.785004
 210.656878 234.099322]","['silence' 'intro' 'verse' 'transition' 'verse' 'transition' 'chorus'
 'verse' 'transition' 'chorus' 'bridge' 'chorus' 'chorus' 'outro']"
0266_straightup,165.19,96,4|4,Pop,"[  0.         2.5       12.51668   32.54428   42.559152  62.58544
  82.614372 102.643816 125.171972 145.206924]","['silence' 'intro' 'verse' 'transition' 'chorus' 'bridge' 'bridge'
 'transition' 'chorus' 'transition']"
0267_superfreak,139.56799999999998,132,4|4,Funk/Disco,"[  0.         4.978875  12.214378  41.72716   56.200072  68.77436
  90.532596 100.987108 115.935584]","['silence' 'solo/instrumental' 'verse' 'transition' 'chorus' 'transition'
 'bridge' 'verse' 'solo/instrumental']"
0268_supersonic,161.922,132,4|4,Hip-Hop,"[  1.363635   9.084504  23.163127  30.885352  44.964588  52.23081
  70.399999  77.668792  92.204558  99.925412 114.008729 129.001048]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'verse'
 'chorus' 'verse' 'chorus' 'verse']"
0269_sweettalk,182.942,80,4|4,Rock,"[  0.         5.977016  39.559707  65.697406  87.343578 113.46531
 137.329056 157.498801]","['silence' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'solo/instrumental'
 'chorus']"
0270_takeovercontrol,163.203,130,4|4,Dance/Electronic,"[  0.         7.356512  22.069536  51.531552  66.26256   80.99248
 110.45232  125.18224  139.91216 ]","['intro' 'chorus' 'verse' 'transition' 'chorus' 'solo/instrumental'
 'chorus' 'chorus' 'outro']"
0271_teachmehowtodougie,151.30700000000004,85,4|4,Hip-Hop,[  0.        10.58823   56.47056   78.352902 112.94112  135.529344],['intro' 'verse' 'chorus' 'verse' 'chorus' 'outro']
0272_teachmehowtojerk,161.085,97,4|4,Hip-Hop,"[  0.         4.948448  24.74224   64.329824  84.123616 113.814304
 123.7112   143.504992]",['intro' 'chorus' 'verse' 'chorus' 'verse' 'bridge' 'chorus' 'outro']
0273_technologic,145.137,128,4|4,Dance/Electronic,"[  0.        37.664872  45.198418  90.402662 105.467242 120.529786
 135.60287 ]",['verse' 'chorus' 'verse' 'bridge' 'verse' 'outro' 'chorus']
0274_temperature,144.196,125,4|4,Reggaeton,"[  0.         1.919996  16.799965  32.639932  47.9999    63.359868
  78.239837  94.079804 108.959773 124.79974 ]","['silence' 'intro' 'chorus' 'verse' 'chorus' 'solo/instrumental' 'chorus'
 'bridge' 'chorus' 'outro']"
0277_thashiznit,261.456,98,4|4,Hip-Hop,"[  0.         4.897952  34.194408  83.024388  92.790384 141.620364
 161.152356 239.280324 249.040004]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'chorus'
 'outro']"
0278_thatsthahomie,348.335,72,4|4,Hip-Hop,"[  0.         4.962162  16.541708  43.024404  95.98974  122.471712
 175.437968 201.920692 254.886088 307.851296]","['silence' 'intro' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'verse'
 'chorus' 'outro']"
0279_thebreaks,168.72,112,4|4,Hip-Hop,"[  0.        17.143913  25.643869  29.909629  46.961733  81.086229
  85.374257 102.404173 136.386269 140.647065]","['intro' 'verse' 'chorus' 'solo/instrumental' 'verse' 'chorus'
 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental']"
0280_thedayitriedtolive,323.785,132,4|4,Grunge,"[  0.          5.647056   38.90074    52.477562   79.442634  105.94998
 131.277567  158.2340135 171.234275  196.015797  218.069896  224.7705415
 264.2422925 289.2892015]","['silence' 'intro' 'solo/instrumental' 'verse' 'transition' 'chorus'
 'verse' 'transition' 'chorus' 'bridge' 'verse' 'transition' 'chorus'
 'outro']"
0281_theedgeofglory,161.451,128,4|4,Pop,[  0.       7.5     36.5625  51.5625  82.5    113.4375 144.375 ],['intro' 'verse' 'transition' 'chorus' 'bridge' 'chorus' 'outro']
0282_thegreatsatan,197.976,159,4|4,Metal,"[  0.         4.528284  18.113136  30.18856   42.263984  54.339408
  66.414832  78.490256  88.37441  118.601178 130.676602 142.752026
 154.82745  166.902874 174.499022]","['silence' 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental'
 'verse' 'chorus' 'transition' 'solo/instrumental' 'silence'
 'solo/instrumental' 'verse' 'chorus' 'transition' 'outro']"
0283_thehumptydance,163.674,103,4|4,Hip-Hop,"[  0.57971     11.01449     29.56521     48.11593     67.225224
  75.93313441  99.09612009 117.65970209 136.79743209 145.47495409
 150.67636809]","['intro' 'verse' 'verse' 'verse' 'verse' 'chorus' 'verse' 'verse' 'verse'
 'chorus' 'outro']"
0284_thehustle,155.17700000000005,110,4|4,Funk/Disco,"[  0.          25.33519472  43.28369372  60.72340172  81.80240222
  97.54377222 116.47796775 134.40700923]",['intro' 'chorus' 'chorus' 'verse' 'chorus' 'bridge' 'chorus' 'chorus']
0286_theragelive,298.215,76,4|4,Metal,"[  0.          5.714275   43.926419   69.180279   94.404315  107.083807
 132.274243  144.976775  170.658152  195.4946985 208.1261105 233.3861145
 258.6502545]","['silence' 'intro' 'solo/instrumental' 'verse' 'solo/instrumental' 'verse'
 'solo/instrumental' 'solo/instrumental' 'silence' 'solo/instrumental'
 'verse' 'solo/instrumental' 'solo/instrumental']"
0287_therewasatime,402.272,90,4|4,Rock,"[  0.         2.66666   15.786389  37.119669  58.452949  69.119589
  90.438141 111.771421 122.438061 159.771301 202.423133 223.756413]","['silence' 'intro' 'verse' 'transition' 'chorus' 'verse' 'transition'
 'chorus' 'bridge' 'solo/instrumental' 'bridge' 'solo/instrumental']"
0288_thewayiare,140.352,115,4|4,Pop,"[  0.        10.617576  18.477088  35.720882  52.458534  69.19581
  85.933778 102.671954 119.411558]","['intro' 'solo/instrumental' 'verse' 'transition' 'chorus' 'verse'
 'transition' 'chorus' 'solo/instrumental']"
0289_thisisexile,229.376,125,4|4,Metal,"[  0.        11.262687  30.656447  38.764511  63.198268  73.37808
 114.087476 128.779188 142.838552 158.749412 207.115006]","['silence' 'verse' 'transition' 'chorus' 'transition' 'solo/instrumental'
 'verse' 'verse' 'verse' 'solo/instrumental' 'solo/instrumental']"
0290_thisishowwedoit,142.026,104,4|4,Hip-Hop,"[  0.        20.841148  39.366812  57.892476  76.41814   94.943804
 113.469468]",['intro' 'verse' 'transition' 'chorus' 'verse' 'chorus' 'chorus']
0291_thrasher,191.753,208,4|4,Metal,"[  0.          4.612584   31.715432   42.8516415  61.3075695  80.3327955
 101.1144315 110.6284085 129.6558105 148.1270265 185.0485185]","['silence' 'intro' 'solo/instrumental' 'silence' 'verse' 'chorus'
 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental' 'outro']"
0292_timeslikethese,267.207,145,4|4,Alternative,"[  0.          3.333328   16.602079   49.724232   62.978807   79.15934
 104.4098335 117.6624905 133.8235655 152.4627125 187.6832375 200.523766
 220.409661  240.284989 ]","['silence' 'intro' 'solo/instrumental' 'verse' 'verse' 'chorus' 'verse'
 'verse' 'chorus' 'bridge' 'solo/instrumental' 'chorus' 'chorus' 'chorus']"
0293_tomsawyer2,293.143,87,4|4,Prog,"[  0.           5.491968    27.501902    52.279172    74.261384
  93.54196     99.067184   123.1341115  168.23470875 193.22557675
 215.31994275 234.49574875 242.75674075 264.34493875]","['silence' 'verse' 'transition' 'chorus' 'transition' 'verse'
 'solo/instrumental' 'solo/instrumental' 'transition' 'chorus'
 'transition' 'verse' 'outro' 'outro']"
0294_tonighttonight,206.028,100,4|4,Pop,"[  0.    3.6  14.4  22.8  43.2  52.8  61.2  81.6  91.2 120.  129.6 148.8
 158.4 168.  187.2]","['silence' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'transition' 'bridge' 'transition' 'chorus' 'chorus' 'transition'
 'transition' 'outro']"
0295_toxic,151.22899999999996,143,4|4,Pop,"[  0.        1.67832  15.10488  28.53144  41.958    58.32162  72.16776
  85.59432 102.37752 115.80408 129.23064]","['silence' 'intro' 'verse' 'verse' 'transition' 'chorus' 'transition'
 'bridge' 'chorus' 'chorus' 'outro']"
0296_transmaniaconmc,205.322,143,4|4,Classic Rock,"[  0.         4.667886  28.135501  41.324429  48.032637  56.457513
  63.158133  76.544333  83.312401  98.507005 120.197821 126.929229
 140.346789 147.056851 155.356211 161.998343 175.452515 182.140215
 189.055465]","['silence' 'intro' 'verse' 'transition' 'chorus' 'solo/instrumental'
 'verse' 'transition' 'chorus' 'solo/instrumental' 'solo/instrumental'
 'verse' 'transition' 'chorus' 'solo/instrumental' 'verse' 'transition'
 'chorus' 'outro']"
0297_troublecomesrunning,188.433,140,4|4,Rock,"[  0.         3.490904  23.898707  44.274251  57.778703  77.713429
 105.195383 123.928241 144.366833 171.220041]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental'
 'verse' 'chorus' 'outro']"
0298_turnmeon,148.196,106,4|4,Reggaeton,"[  0.         9.03528   26.541135  45.1764    62.682255  81.31752
  99.38808  116.893935 135.5292  ]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'verse' 'chorus'
 'outro']"
0299_turnthebeataround,166.497,131,4|4,Funk/Disco,"[  0.         7.534684  24.197844  38.94598   60.977084  75.466976
  95.481092 110.044976 124.637316 139.189104 153.730448]","['intro' 'chorus' 'verse' 'chorus' 'bridge' 'chorus' 'bridge' 'chorus'
 'chorus' 'chorus' 'outro']"
0301_unclejohnsband,292.019,135,4|4,Classic Rock,"[  0.         3.692296  18.089305  32.109361  49.519923  63.23802
  80.885308  94.92782  109.033044 123.287192 136.490899 152.346791
 165.450283 182.976639 196.855571 210.804811 244.13395  257.794242
 271.621826]","['silence' 'intro' 'verse' 'transition' 'verse' 'transition' 'verse'
 'chorus' 'solo/instrumental' 'verse' 'transition' 'verse' 'transition'
 'chorus' 'chorus' 'bridge' 'chorus' 'chorus' 'outro']"
0302_venus,162.471,126,4|4,Pop,"[  1.434261  13.368224  28.650872  51.573464  66.856232  89.779692
 108.879108 131.801384]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental' 'chorus'
 'outro']"
0303_wakeupdead,221.402,165,4|4,Metal,"[  0.         4.660176  29.453332  65.806256 108.731398 149.921656
 171.632652 204.523162]","['silence' 'verse' 'solo/instrumental' 'solo/instrumental'
 'solo/instrumental' 'verse' 'solo/instrumental' 'outro']"
0304_weaponofchoice,172.85,98,4|4,Dance/Electronic,"[  0.          2.448976   22.0367685  31.8396805  51.4314885  61.2273925
  80.2069565 100.4160085 119.3955725 139.5996245 149.3955285]","['silence' 'intro' 'solo/instrumental' 'chorus' 'solo/instrumental'
 'chorus' 'verse' 'solo/instrumental' 'verse' 'solo/instrumental' 'outro']"
0305_wenospeakamericano,138.313,125,4|4,Dance/Electronic,"[  0.         1.919996   5.75996   22.55968   37.919848  53.753924
  60.959594  76.781584  95.47155  110.822666 126.633972]","['silence' 'intro' 'verse' 'chorus' 'chorus' 'bridge' 'chorus' 'verse'
 'chorus' 'chorus' 'outro']"
0306_werunthis,127.384,109,4|4,Hip-Hop,"[  0.         8.832192  28.520788  46.048504  67.972012  85.499848
 103.065952]",['intro' 'verse' 'verse' 'chorus' 'verse' 'chorus' 'outro']
0307_whatdoesntkillyou,198.838,115,4|4,Pop,"[  0.         8.279984  24.831712  41.383424  76.555812  93.107524
  99.314416 134.486804 157.245408 184.14194 ]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'chorus' 'outro']"
0308_whatislove,153.189,124,4|4,Dance/Electronic,"[  0.96774   16.45158   25.159608  39.692852  56.16034   71.659476
  87.162744 101.694148 118.160636 132.696586 140.445006]","['chorus' 'solo/instrumental' 'verse' 'chorus' 'transition'
 'solo/instrumental' 'verse' 'chorus' 'transition' 'solo/instrumental'
 'chorus']"
0309_whatsmyname,156.797,100,4|4,Pop,"[  0.         7.199952  16.799856  26.39976   47.999544  64.799376
  74.39928   93.599088 112.798896 131.998704 141.598608]","['intro' 'chorus' 'chorus' 'verse' 'verse' 'chorus' 'verse' 'transition'
 'transition' 'chorus' 'outro']"
0310_whineup,173.007,125,4|4,Reggaeton,"[  0.         7.679984  14.879969  38.39992   53.759888  69.119856
  76.79984   99.839792 115.19976  130.559728 145.919696 153.59968 ]","['intro' 'solo/instrumental' 'verse' 'transition' 'chorus' 'bridge'
 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus']"
0311_whipmyhair,144.457,81,4|4,Pop,"[  2.208585   8.833236  32.391688  44.170812  55.951408  79.509548
  91.288836 103.065124 114.844372 126.62398 ]","['chorus' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'bridge' 'chorus' 'chorus']"
0312_whitefalconfuzz,256.17400000000004,80,4|4,Rock,"[  0.         5.973976  29.955772  68.926868 105.704013 125.968903
 151.435463 161.911967 195.674331 216.057072]","['silence' 'intro' 'verse' 'verse' 'chorus' 'bridge' 'solo/instrumental'
 'verse' 'chorus' 'solo/instrumental']"
0314_whoomp,135.69899999999998,129,4|4,Hip-Hop,"[  1.392321  11.132478  25.969421  40.80866   55.642683  70.496822
  85.338891 100.171221 115.014598]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'bridge' 'verse'
 'chorus']"
0315_whygo,205.898,117,4|4,Grunge,"[  0.          4.363632   34.550852   67.687407   84.891374  101.336982
 118.2874635 134.5462075 166.4768375 182.4952895]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'chorus'
 'solo/instrumental' 'chorus' 'chorus']"
0316_wildones,174.053,127,4|4,Hip-Hop,"[  0.        30.229888  60.466624  77.474788  92.593156 122.829892
 137.94826 ]",['chorus' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus']
0318_windup,154.392,128,4|4,Alternative,"[  0.         3.911462  24.114186  39.122318  54.12084   69.116436
  84.132688 123.491993 138.481749]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'verse'
 'chorus']"
0320_wolflikeme,291.339,88,4|4,Rock,"[  0.         5.441616  31.067444  63.794756  85.612964 107.431172
 159.976908 201.597768 234.324888 256.142968]","['silence' 'intro' 'verse' 'chorus' 'verse' 'chorus' 'verse' 'verse'
 'chorus' 'outro']"
0321_wonderwall,268.123,87,4|4,Rock,"[  0.         5.51724   27.5388    49.57932   71.64828   93.702484
 119.926334 141.977974 164.019458 186.056818 208.104146 230.157346]","['silence' 'intro' 'verse' 'verse' 'transition' 'chorus' 'verse'
 'transition' 'chorus' 'chorus' 'chorus' 'outro']"
0322_wordup,148.90200000000004,116,4|4,Funk/Disco,"[  0.         2.068072  10.3505    18.61138   35.13314   51.138595
  68.17666   84.69842  101.22018  117.225635 126.00282 ]","['silence' 'intro' 'solo/instrumental' 'verse' 'transition' 'chorus'
 'transition' 'verse' 'transition' 'chorus' 'transition']"
0323_yeah,135.045,104,4|4,R&B,"[  1.141658  11.426164  29.71186   47.426128  66.283252  75.423488
  93.717484 112.00318 ]","['intro' 'verse' 'transition' 'chorus' 'transition' 'verse' 'chorus'
 'transition']"
0324_yeah3x,158.968,130,4|4,Pop,"[  0.         7.384592  36.92296   51.692144  66.461328  81.230512
 110.76888  125.538064 140.307248]","['intro' 'verse' 'transition' 'chorus' 'transition' 'verse' 'transition'
 'chorus' 'outro']"
0325_ymca,151.935,126,4|4,Funk/Disco,[  0.          19.38732911  52.02330197  83.62426049 116.33947177],['intro' 'verse' 'chorus' 'verse' 'chorus']
0326_yougotittherightstuff,174.602,111,4|4,Pop,"[  0.         2.154896   6.461648  23.68982   40.377798  58.140948
  75.365556  92.588984 109.273494 127.034424 144.257144 161.480824]","['silence' 'intro' 'chorus' 'verse' 'transition' 'bridge' 'chorus' 'verse'
 'transition' 'bridge' 'chorus' 'chorus']"
0327_youmakemefeel,214.787,132,4|4,Dance/Electronic,"[  0.         3.636344  18.18172   46.817929  59.999676  76.363224
 104.999433 119.999352 132.726556 149.090104 163.63548  176.362684
 183.635372]","['silence' 'chorus' 'verse' 'transition' 'chorus' 'verse' 'transition'
 'transition' 'chorus' 'chorus' 'bridge' 'chorus' 'chorus']"
0328_youmakemefeeldc,154.75799999999995,131,4|4,Dance/Electronic,"[  0.         7.295648  35.931731  49.11342   65.476896  94.112979
 109.112832 121.83998  138.203456]","['chorus' 'verse' 'transition' 'chorus' 'verse' 'transition' 'transition'
 'chorus' 'chorus']"
0329_youreajerk,144.457,98,4|4,Hip-Hop,"[  0.         4.841152  21.807423  60.595263  70.288795  94.558279
 104.236283]",['silence' 'chorus' 'verse' 'transition' 'chorus' 'bridge' 'chorus']
0330_50waystosaygoodbye,246.082,141,4|4,Rock,"[1.57894750e-01 1.38721667e+01 4.43007078e+01 7.21578227e+01
 8.58720948e+01 1.16300636e+02 1.44157751e+02 1.57872023e+02
 1.78014860e+02 2.05443404e+02]","['intro' 'verse' 'chorus' 'intro' 'verse' 'chorus' 'solo/instrumental'
 'bridge' 'chorus' 'chorus']"
0331_againstallodds,205.95,58,4|4,Pop,"[  0.333333   8.609189  33.332801  56.091405  72.661109  97.348421
 120.071961 138.622213 153.104961 177.844129]","['intro' 'verse' 'verse' 'chorus' 'chorus' 'verse' 'chorus' 'chorus'
 'chorus' 'intro']"
0332_alejandro,271.6,99,4|4,Dance/Electronic,"[  0.625     23.693196  33.390172  62.4811    71.572015 110.96598
 119.450834 140.056908 149.147823 187.935727 207.329679]","['intro' 'solo/instrumental' 'solo/instrumental' 'transition' 'chorus'
 'silence' 'verse' 'transition' 'chorus' 'transition' 'chorus']"
0333_allday,187.152,85,4|4,Pop,"[8.82352500e-02 1.06764652e+01 2.26764593e+01 3.25588073e+01
 5.65587953e+01 6.78529073e+01 7.77352552e+01 1.01735243e+02
 1.13029355e+02 1.37029343e+02 1.72323443e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'transition' 'bridge' 'chorus' 'outro']"
0334_alltherightplaces,202.08,94,4|4,Pop,"[8.00000000e-02 1.09310660e+01 3.13566020e+01 4.34842640e+01
 6.58246940e+01 7.34842700e+01 9.39098060e+01 1.06037468e+02
 1.27739600e+02 1.47526838e+02 1.55824712e+02 1.76888546e+02]","['intro' 'verse' 'transition' 'chorus' 'solo/instrumental' 'verse'
 'transition' 'chorus' 'bridge' 'solo/instrumental' 'chorus' 'chorus']"
0335_allyourlife,231.075,66,4|4,Country,"[  0.24     14.78544  43.87632  80.23992 109.3308  145.6944  174.78528
 212.96706]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus' 'outro']
0336_alonewithyou,211.257,109,4|4,Country,"[  0.487805  18.102493  46.726361  77.552065  86.359409 101.772261
 132.597965 145.808981 176.634685 185.442029]","['intro' 'verse' 'chorus' 'intro' 'verse' 'chorus' 'solo/instrumental'
 'chorus' 'intro' 'verse']"
0337_alwayssomethingthere,221.846,150,4|4,Pop,"[  0.285714  13.885714  34.009224  47.657554  67.751304  80.611304
 103.920054 116.780054 136.873804 149.733804 160.986304 174.671006
 187.513822 200.359866]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'intro' 'verse'
 'chorus' 'bridge' 'chorus' 'chorus' 'chorus' 'chorus']"
0338_animal,210.761,150,4|4,Pop,"[  1.239381  16.644771  45.833931  71.779851  97.725771 120.428451
 136.644651 151.239231 156.104091 178.806771 191.779731]","['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus' 'verse'
 'chorus' 'chorus' 'chorus']"
0339_aslongasyouloveme,226.944,70,4|4,Pop,"[  0.645161  15.216592  41.788025  55.502313  71.78803   98.359463
 112.073751 126.645182 166.930903 180.645191 195.216622 208.073767]","['intro' 'verse' 'chorus' 'transition' 'verse' 'chorus' 'transition'
 'bridge' 'chorus' 'transition' 'transition' 'transition']"
0340_backintime,204.904,127,4|4,Hip-Hop,"[8.57140000e-02 2.27628820e+01 4.54400500e+01 7.56762740e+01
 9.78810010e+01 1.28589666e+02 1.51266834e+02 1.66384946e+02]",['intro' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'intro' 'chorus']
0341_baggageclaim,197.035,81,4|4,Country,"[  0.4       24.103712  47.807424  71.511136  83.362992 107.066704
 130.770416 154.474128 190.029696]","['intro' 'verse' 'chorus' 'intro' 'verse' 'chorus' 'solo/instrumental'
 'bridge' 'outro']"
0342_bangpop,217.48,92,4|4,Rock,"[  0.3       21.76549   42.59301   63.39779   84.208542 105.019294
 125.830046 146.640798 167.45155  188.262302]","['intro' 'verse' 'chorus' 'verse' 'transition' 'chorus'
 'solo/instrumental' 'transition' 'chorus' 'chorus']"
0343_banjo,224.748,102,4|4,Country,"[  1.016806   9.840331  28.663851  47.487371  73.957946  82.781471
 101.604991 128.075566 146.310851 175.134366 184.546126 212.781406]","['intro' 'verse' 'transition' 'chorus' 'intro' 'verse' 'chorus'
 'solo/instrumental' 'chorus' 'intro' 'bridge' 'outro']"
0344_beautifullife,217.061,134,4|4,Dance/Electronic,"[6.31580000e-02 1.42550880e+01 3.55884000e+01 4.98106080e+01
 6.40328160e+01 7.11439200e+01 8.53661280e+01 9.95883360e+01
 1.13810544e+02 1.28032752e+02 1.42254960e+02 1.56477168e+02
 1.70699376e+02 1.84921584e+02 1.99143792e+02]","['intro' 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental' 'verse'
 'chorus' 'solo/instrumental' 'bridge' 'chorus' 'transition' 'chorus'
 'solo/instrumental' 'chorus' 'chorus']"
0345_beinlovetonight,186.838,130,4|4,Dance/Electronic,"[  0.        3.795    18.795    33.795    48.32625  63.795    78.795
  93.32625 108.795   123.795   153.32625 168.795  ]","['silence' 'chorus' 'solo/instrumental' 'verse' 'chorus'
 'solo/instrumental' 'verse' 'chorus' 'solo/instrumental' 'bridge'
 'chorus' 'outro']"
0346_birthdaydress,203.30900000000003,109,4|4,Hip-Hop,"[9.23080000e-02 7.79873400e+00 4.41290280e+01 7.82574860e+01
 1.14587780e+02 1.48716238e+02 1.85046532e+02]",['intro' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'outro']
0347_bitch,253.612,96,4|4,Alternative,"[1.50000000e-01 1.50877680e+01 3.37599780e+01 5.30545950e+01
 7.35940260e+01 9.28886430e+01 1.13428074e+02 1.33345098e+02
 1.52644883e+02 1.72582579e+02 1.93140744e+02 2.13057768e+02]","['intro' 'verse' 'verse' 'chorus' 'verse' 'chorus' 'solo/instrumental'
 'bridge' 'chorus' 'chorus' 'outro' 'solo/instrumental']"
0348_blackout,208.564,122,4|4,Pop,"[4.60122500e-02 3.94845225e+00 1.90704072e+01 2.73630923e+01
 4.29728523e+01 5.80948073e+01 6.63874922e+01 8.19972523e+01
 9.76070122e+01 1.43948487e+02 1.59558247e+02 1.75168007e+02
 1.90777767e+02]","['intro' 'verse' 'transition' 'chorus' 'verse' 'transition' 'chorus'
 'chorus' 'bridge' 'chorus' 'chorus' 'chorus' 'chorus']"
0349_blow,219.101,120,4|4,Dance/Electronic,"[  0.512821  12.051284  43.051284  76.051284 107.051284 140.051284
 179.051284]",['intro' 'verse' 'chorus' 'verse' 'chorus' 'bridge' 'chorus']
0350_blowme,229.637,114,4|4,Pop,"[  0.         4.624321  13.045377  29.887489  46.729601  84.624353
 101.466465 118.308577 160.413857 177.255969 210.940193]","['silence' 'intro' 'verse' 'transition' 'chorus' 'verse' 'transition'
 'chorus' 'transition' 'chorus' 'outro']"
0351_blowup,176.38,83,4|4,Hip-Hop,"[  0.27907    6.062206  34.977886  58.11043   87.02611  110.158654
 144.85747 ]",['intro' 'chorus' 'verse' 'chorus' 'verse' 'chorus' 'chorus']
